step,secs,tou_price,s0_c1,s0_c2,s0_c3,s0_c4,s0_c5,s0_active_load_kw,pv_0,s1_c1,s1_c2,s1_c3,s1_c4,s1_c5,s1_active_load_kw,pv_1,s2_c1,s2_c2,s2_c3,s2_c4,s2_c5,s2_active_load_kw,pv_2,s3_c1,s3_c2,s3_c3,s3_c4,s3_c5,s3_active_load_kw,pv_3,s4_c1,s4_c2,s4_c3,s4_c4,s4_c5,s4_active_load_kw,pv_4,temperature_c,humidity_pct,cloud_amount,precipitation_mm,snow_cm,wind_speed_ms,wind_direction_deg,pressure_hpa,sea_level_pressure_hpa,solar_radiation_mj_m2,current_PTY
13,0,174.0,0,1,1,1,0,58.976,6.086,1,1,0,1,1,106.069,6.071,1,1,0,1,1,105.611,6.122,1,0,0,1,1,66.904,6.065,1,1,0,1,0,98.648,6.144,17.442,49.667,1.0,0.0,0.0,5.483,250.0,1002.0,1012.0,0.333,0
13,600,174.0,0,1,1,1,0,50.198,5.767,0,0,0,1,1,46.337,5.821,1,1,0,1,1,107.827,5.796,0,1,0,1,1,57.435,5.811,1,1,0,1,1,105.118,5.789,17.525,49.001,1.0,0.0,0.0,5.45,250.0,1002.0,1012.0,0.318,0
13,1200,174.0,0,0,1,1,0,13.33,5.54,0,0,0,1,0,15.483,5.554,1,1,1,1,1,111.68,5.522,1,0,0,1,1,59.369,5.514,1,1,0,1,0,100.278,5.527,17.608,48.334,1.0,0.0,0.0,5.417,250.0,1002.0,1012.0,0.303,0
13,1800,174.0,0,0,1,1,1,25.571,5.282,0,1,1,1,1,64.331,5.312,1,1,1,1,1,111.881,5.239,0,0,0,1,1,26.088,5.213,1,1,1,1,1,109.559,5.278,17.692,47.667,1.0,0.0,0.0,5.383,250.0,1002.0,1012.0,0.288,0
13,2400,174.0,1,0,1,1,1,65.881,5.007,0,0,1,1,1,24.649,5.023,1,1,1,1,1,112.004,5.024,0,0,0,1,1,12.937,4.982,1,1,1,1,1,111.728,4.995,17.775,47.001,1.0,0.0,0.0,5.35,250.0,1002.0,1012.0,0.273,0
13,3000,174.0,1,0,1,1,1,64.377,4.694,0,0,1,1,1,19.44,4.716,1,1,1,1,1,109.378,4.703,0,0,0,1,1,12.94,4.691,1,1,1,1,1,112.278,4.713,17.858,46.334,1.0,0.0,0.0,5.317,250.0,1002.0,1012.0,0.258,0
14,0,174.0,1,0,1,0,0,52.816,4.478,0,0,0,1,1,14.041,4.44,0,1,1,1,1,63.125,4.428,0,0,0,1,1,12.94,4.433,1,1,1,1,1,112.049,4.455,17.908,45.334,0.917,0.0,0.0,5.308,250.0,1002.033,1012.033,0.242,0
14,600,174.0,1,0,1,0,0,53.327,4.194,0,0,1,1,1,34.965,4.216,0,1,1,1,0,59.245,4.205,0,1,1,1,1,48.099,4.254,1,1,1,1,1,111.713,4.223,17.925,44.001,0.75,0.0,0.0,5.325,250.0,1002.1,1012.1,0.225,0
14,1200,174.0,1,0,1,0,1,59.217,3.982,0,1,1,1,1,66.011,3.991,0,1,1,1,0,59.3,3.974,0,1,1,1,1,79.364,3.957,1,1,1,1,1,111.766,3.963,17.942,42.668,0.583,0.0,0.0,5.342,250.0,1002.167,1012.167,0.208,0
14,1800,174.0,1,0,1,0,1,80.354,3.687,0,1,1,1,1,65.267,3.708,0,1,1,1,0,59.307,3.713,1,1,1,1,1,111.581,3.696,1,1,1,1,1,111.591,3.694,17.958,41.334,0.417,0.0,0.0,5.358,250.0,1002.233,1012.233,0.192,0
14,2400,174.0,1,1,1,0,1,105.707,3.416,0,1,1,0,1,59.489,3.417,0,1,1,1,0,58.991,3.453,1,1,1,0,1,107.082,3.431,1,1,1,1,1,112.039,3.441,17.975,40.001,0.25,0.0,0.0,5.375,250.0,1002.3,1012.3,0.175,0
14,3000,174.0,1,1,0,0,1,101.593,3.168,0,1,1,0,0,55.303,3.161,0,0,1,0,0,20.004,3.121,1,1,1,0,1,108.035,3.142,1,1,1,1,1,102.167,3.132,17.992,38.668,0.083,0.0,0.0,5.392,250.0,1002.367,1012.367,0.158,0
15,0,174.0,1,1,0,1,1,105.708,2.954,0,1,1,0,0,52.537,2.978,0,0,1,0,0,6.484,2.974,1,0,1,1,1,53.059,2.961,1,1,1,1,1,112.025,2.968,18.017,37.75,0.0,0.0,0.0,5.4,250.0,1002.417,1012.417,0.148,0
15,600,174.0,1,1,0,1,1,105.376,2.92,1,1,0,0,0,87.744,2.89,0,0,1,0,0,3.724,2.885,1,0,1,1,1,57.197,2.919,1,1,1,0,1,108.558,2.88,18.05,37.25,0.0,0.0,0.0,5.4,250.0,1002.45,1012.45,0.145,0
15,1200,174.0,1,1,1,1,1,108.872,2.777,1,1,0,0,0,92.358,2.844,1,0,0,0,0,25.675,2.854,1,0,1,1,0,53.145,2.826,1,1,1,0,1,105.592,2.877,18.083,36.75,0.0,0.0,0.0,5.4,250.0,1002.483,1012.483,0.142,0
15,1800,174.0,1,1,1,1,1,111.931,2.768,1,1,0,0,0,92.744,2.782,1,0,1,0,1,59.211,2.799,0,0,1,1,0,12.903,2.733,1,1,1,0,1,104.209,2.757,18.117,36.25,0.0,0.0,0.0,5.4,250.0,1002.517,1012.517,0.138,0
15,2400,174.0,1,0,1,1,1,77.2,2.705,1,1,0,0,1,99.27,2.705,1,0,1,0,1,59.021,2.708,0,0,1,1,0,12.924,2.712,0,1,1,0,1,59.203,2.736,18.15,35.75,0.0,0.0,0.0,5.4,250.0,1002.55,1012.55,0.135,0
15,3000,174.0,1,1,1,0,1,84.119,2.66,1,0,1,0,1,72.375,2.622,1,0,1,0,1,59.004,2.63,0,0,1,1,1,19.332,2.67,0,1,1,0,1,59.274,2.608,18.183,35.25,0.0,0.0,0.0,5.4,250.0,1002.583,1012.583,0.132,0
16,0,174.0,1,1,1,0,1,103.018,2.547,1,0,1,0,1,59.168,2.574,1,0,0,0,1,53.978,2.555,0,0,1,1,1,29.419,2.562,0,1,1,0,1,56.434,2.516,18.158,34.834,0.0,0.0,0.0,5.408,230.0,1002.642,1012.642,0.128,0
16,600,174.0,1,1,1,0,1,105.008,2.44,1,0,1,0,1,59.268,2.483,1,0,0,0,1,52.619,2.427,0,1,1,1,1,65.732,2.483,0,1,1,0,0,52.758,2.478,18.075,34.5,0.0,0.0,0.0,5.425,230.0,1002.725,1012.725,0.123,0
16,1200,174.0,1,1,1,0,1,105.242,2.382,1,0,1,0,1,59.17,2.348,1,0,0,0,1,54.207,2.349,0,1,1,1,1,65.713,2.373,0,1,1,0,0,52.629,2.354,17.992,34.167,0.0,0.0,0.0,5.442,230.0,1002.808,1012.808,0.118,0
16,1800,174.0,1,1,1,0,1,105.495,2.226,1,0,1,0,1,57.719,2.257,1,0,0,0,1,52.748,2.265,0,1,1,1,1,65.622,2.262,1,1,1,0,0,76.926,2.237,17.908,33.834,0.0,0.0,0.0,5.458,230.0,1002.892,1012.892,0.113,0
16,2400,174.0,1,1,1,1,1,110.009,2.137,1,0,1,0,1,58.601,2.156,1,0,0,0,1,55.128,2.151,0,0,1,1,1,36.832,2.176,1,1,1,1,0,103.211,2.146,17.825,33.5,0.0,0.0,0.0,5.475,230.0,1002.975,1012.975,0.108,0
16,3000,174.0,1,1,1,1,1,111.868,2.035,1,1,0,0,1,85.096,2.017,1,0,0,1,1,59.292,2.102,0,0,0,1,1,12.965,2.048,1,1,1,1,1,110.411,2.051,17.742,33.167,0.0,0.0,0.0,5.492,230.0,1003.058,1013.058,0.103,0
17,0,174.0,1,1,1,1,1,108.759,1.938,0,1,0,0,1,52.809,1.934,1,0,0,1,1,59.272,1.986,1,0,0,1,0,43.014,1.987,1,1,1,1,1,112.137,1.974,17.617,33.25,0.0,0.0,0.0,5.433,250.0,1003.175,1013.183,0.098,0
17,600,174.0,1,0,0,1,1,73.417,1.788,0,1,0,0,1,52.724,1.855,1,0,0,1,1,59.169,1.849,1,1,0,1,0,86.236,1.879,1,1,1,0,1,106.958,1.833,17.45,33.75,0.0,0.0,0.0,5.3,250.0,1003.325,1013.35,0.093,0
17,1200,174.0,1,1,0,1,1,95.619,1.756,1,1,0,0,1,87.703,1.739,1,0,0,1,1,59.11,1.781,1,1,0,1,0,98.729,1.743,1,1,1,0,1,105.483,1.748,17.283,34.25,0.0,0.0,0.0,5.167,250.0,1003.475,1013.517,0.088,0
17,1800,174.0,1,1,0,1,1,105.806,1.628,1,1,0,0,1,99.102,1.639,1,0,0,0,0,51.494,1.646,1,1,0,1,0,98.268,1.661,1,1,1,1,1,109.021,1.654,17.117,34.75,0.0,0.0,0.0,5.033,250.0,1003.625,1013.683,0.083,0
17,2400,174.0,1,1,0,1,1,108.595,1.557,1,1,1,0,1,104.362,1.534,1,0,0,0,0,46.249,1.541,1,0,0,1,1,59.011,1.539,1,1,1,1,1,111.766,1.55,16.95,35.25,0.0,0.0,0.0,4.9,250.0,1003.775,1013.85,0.078,0
17,3000,174.0,1,1,1,1,1,105.535,1.443,1,1,1,1,1,111.822,1.467,1,0,0,0,0,46.177,1.43,1,0,0,1,1,59.257,1.494,1,1,1,1,1,111.757,1.468,16.783,35.75,0.0,0.0,0.0,4.767,250.0,1003.925,1014.017,0.073,0
18,0,111.9,0,1,1,1,0,61.211,1.353,1,1,1,1,1,111.705,1.367,1,1,0,0,0,82.39,1.311,1,0,0,1,1,73.978,1.387,1,1,1,1,0,108.059,1.369,16.55,36.666,0.0,0.0,0.0,4.567,230.0,1004.075,1014.183,0.068,0
18,600,111.9,0,1,1,1,1,65.788,1.238,1,1,1,1,1,111.141,1.253,1,1,1,0,0,99.029,1.263,1,1,0,1,1,82.41,1.236,1,1,1,1,1,112.209,1.253,16.25,37.999,0.0,0.0,0.0,4.3,230.0,1004.225,1014.35,0.063,0
18,1200,111.9,1,1,1,1,1,102.509,1.133,1,1,1,1,1,109.875,1.172,1,1,1,0,0,98.866,1.141,0,1,0,1,1,58.844,1.143,1,1,1,1,1,111.677,1.184,15.95,39.332,0.0,0.0,0.0,4.034,230.0,1004.375,1014.517,0.058,0
18,1800,111.9,1,1,1,1,1,111.631,1.044,1,1,1,1,1,112.156,1.034,1,1,1,0,0,98.726,1.038,0,1,1,1,0,56.088,1.074,1,1,0,1,1,108.239,1.066,15.65,40.666,0.0,0.0,0.0,3.767,230.0,1004.525,1014.683,0.053,0
18,2400,111.9,1,1,1,1,1,111.455,0.944,1,1,1,1,1,87.477,0.963,1,1,1,1,0,105.128,0.971,0,1,1,1,0,61.513,0.928,1,1,0,1,1,105.447,0.96,15.35,41.999,0.0,0.0,0.0,3.5,230.0,1004.675,1014.85,0.048,0
18,3000,111.9,1,1,1,1,1,111.94,0.891,1,0,0,0,1,52.997,0.881,1,1,1,1,1,111.821,0.854,0,1,1,1,1,65.542,0.885,1,1,0,1,1,105.44,0.846,15.05,43.332,0.0,0.0,0.0,3.234,230.0,1004.825,1015.017,0.043,0
19,0,111.9,1,1,1,1,1,111.942,0.75,1,0,0,0,1,57.305,0.763,1,1,1,1,1,111.036,0.716,0,1,1,1,1,65.803,0.734,1,1,0,1,1,105.405,0.765,14.8,44.0,0.0,0.0,0.0,3.075,230.0,1004.967,1015.167,0.037,0
19,600,111.9,1,1,1,1,1,111.852,0.639,0,1,0,0,1,69.754,0.619,1,1,0,0,1,99.946,0.605,0,1,1,1,1,66.545,0.647,1,1,0,1,1,105.795,0.64,14.6,44.0,0.0,0.0,0.0,3.025,230.0,1005.1,1015.3,0.03,0
19,1200,111.9,1,1,1,1,1,110.638,0.145,0,1,0,0,1,52.652,0.132,1,1,0,0,1,99.246,0.155,0,1,1,0,1,61.237,0.127,1,1,0,1,1,105.375,0.142,14.4,44.0,0.0,0.0,0.0,2.975,230.0,1005.233,1015.433,0.023,0
19,1800,111.9,1,1,1,0,1,84.05,0.0,0,1,0,0,1,52.886,0.0,1,1,0,0,1,98.891,0.0,0,1,1,0,0,53.479,0.0,1,1,0,1,1,105.75,0.0,14.2,44.0,0.0,0.0,0.0,2.925,230.0,1005.367,1015.567,0.017,0
19,2400,111.9,0,1,1,0,1,59.149,0.0,0,1,0,0,1,52.584,0.0,1,1,0,0,1,98.922,0.0,0,1,1,0,1,58.583,0.0,1,1,0,1,1,105.241,0.0,14.0,44.0,0.0,0.0,0.0,2.875,230.0,1005.5,1015.7,0.01,0
19,3000,111.9,0,1,1,0,1,59.155,0.0,0,1,0,0,1,33.013,0.0,1,1,0,0,1,98.81,0.0,0,1,1,0,1,58.91,0.0,1,1,0,0,1,71.555,0.0,13.8,44.0,0.0,0.0,0.0,2.825,230.0,1005.633,1015.833,0.003,0
20,0,111.9,0,1,1,0,1,59.017,0.0,0,0,0,0,1,6.455,0.0,1,1,0,0,1,98.977,0.0,0,1,1,1,1,65.229,0.0,0,0,0,0,1,13.554,0.0,13.625,44.582,0.0,0.0,0.0,2.75,200.0,1005.808,1016.016,0.0,0
20,600,111.9,1,0,1,0,1,62.293,0.0,0,0,0,0,1,6.48,0.0,1,1,0,0,1,82.296,0.0,0,1,0,1,1,59.869,0.0,0,0,0,0,1,23.501,0.0,13.475,45.749,0.0,0.0,0.0,2.65,200.0,1006.025,1016.25,0.0,0
20,1200,111.9,1,0,1,0,1,59.056,0.0,0,0,0,0,1,3.478,0.0,1,1,0,0,1,92.226,0.0,0,1,0,1,0,55.225,0.0,0,1,0,0,1,52.64,0.0,13.325,46.916,0.0,0.0,0.0,2.55,200.0,1006.241,1016.483,0.0,0
20,1800,111.9,1,0,1,0,1,62.048,0.0,0,1,0,0,0,45.248,0.0,1,1,0,0,1,98.85,0.0,0,1,0,1,0,52.633,0.0,0,1,0,0,1,52.819,0.0,13.175,48.082,0.0,0.0,0.0,2.45,200.0,1006.458,1016.716,0.0,0
20,2400,111.9,1,0,1,1,1,65.756,0.0,0,1,0,0,0,46.198,0.0,1,1,0,0,1,97.801,0.0,0,1,0,1,0,38.302,0.0,0,1,0,0,1,52.785,0.0,13.025,49.249,0.0,0.0,0.0,2.35,200.0,1006.675,1016.95,0.0,0
20,3000,111.9,1,0,1,1,1,65.575,0.0,0,1,0,0,0,46.408,0.0,1,1,0,0,1,98.755,0.0,0,0,0,1,0,6.471,0.0,0,1,0,0,1,52.825,0.0,12.875,50.416,0.0,0.0,0.0,2.25,200.0,1006.891,1017.183,0.0,0
21,0,111.9,1,0,1,1,1,65.708,0.0,0,1,0,0,0,46.179,0.0,1,1,0,0,1,98.816,0.0,0,0,0,1,0,6.463,0.0,0,1,0,0,1,35.999,0.0,12.758,51.499,0.0,0.0,0.0,2.158,230.0,1007.058,1017.358,0.0,0
21,600,111.9,1,0,1,1,1,65.627,0.0,0,0,0,0,0,14.547,0.0,1,1,0,0,1,99.125,0.0,0,0,0,1,0,6.481,0.0,0,0,0,0,1,6.483,0.0,12.675,52.499,0.0,0.0,0.0,2.075,230.0,1007.175,1017.475,0.0,0
21,1200,111.9,1,0,1,1,0,61.72,0.0,0,0,0,0,0,0.0,0.0,1,1,0,0,1,98.751,0.0,0,0,0,1,0,6.487,0.0,0,0,0,0,0,2.447,0.0,12.592,53.499,0.0,0.0,0.0,1.992,230.0,1007.292,1017.592,0.0,0
21,1800,111.9,1,0,1,1,0,59.252,0.0,0,1,0,0,0,30.89,0.0,1,1,0,0,1,99.213,0.0,0,0,0,1,0,6.475,0.0,0,0,0,1,0,6.48,0.0,12.508,54.499,0.0,0.0,0.0,1.908,230.0,1007.408,1017.708,0.0,0
21,2400,111.9,1,0,1,1,0,59.134,0.0,1,1,0,0,0,88.046,0.0,1,1,0,0,1,98.816,0.0,0,0,0,1,0,6.454,0.0,0,0,0,1,0,6.468,0.0,12.425,55.499,0.0,0.0,0.0,1.825,230.0,1007.525,1017.825,0.0,0
21,3000,111.9,1,0,1,1,0,59.295,0.0,1,0,0,0,0,39.237,0.0,1,1,0,0,1,98.972,0.0,0,0,0,1,0,6.465,0.0,0,0,0,1,0,6.47,0.0,12.342,56.499,0.0,0.0,0.0,1.742,230.0,1007.642,1017.942,0.0,0
22,0,111.9,1,0,1,1,0,58.161,0.0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,71.273,0.0,0,0,0,1,0,6.482,0.0,0,0,0,1,0,6.46,0.0,12.225,57.166,0.0,0.0,0.0,1.65,200.0,1007.717,1018.017,0.0,0
22,600,111.9,1,0,1,0,0,52.649,0.0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,52.643,0.0,0,0,0,1,0,15.844,0.0,0,0,0,1,0,6.469,0.0,12.075,57.5,0.0,0.0,0.0,1.55,200.0,1007.75,1018.05,0.0,0
22,1200,111.9,1,0,1,0,0,52.769,0.0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,52.629,0.0,0,1,0,1,0,52.747,0.0,0,0,1,1,0,11.253,0.0,11.925,57.833,0.0,0.0,0.0,1.45,200.0,1007.783,1018.083,0.0,0
22,1800,111.9,1,0,1,0,0,52.756,0.0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,55.609,0.0,0,1,0,1,0,52.554,0.0,0,0,1,1,0,15.665,0.0,11.775,58.166,0.0,0.0,0.0,1.35,200.0,1007.817,1018.117,0.0,0
22,2400,111.9,1,0,1,0,0,52.551,0.0,0,0,0,0,0,20.59,0.0,0,1,1,0,1,59.242,0.0,0,1,0,1,0,52.771,0.0,0,0,1,0,1,15.948,0.0,11.625,58.5,0.0,0.0,0.0,1.25,200.0,1007.85,1018.15,0.0,0
22,3000,111.9,1,0,1,0,0,52.617,0.0,1,0,0,0,0,46.31,0.0,1,1,1,0,1,103.138,0.0,0,0,0,1,0,19.268,0.0,0,0,1,0,0,9.039,0.0,11.475,58.833,0.0,0.0,0.0,1.15,200.0,1007.883,1018.183,0.0,0
23,0,111.9,1,0,1,0,0,52.802,0.0,1,0,0,0,0,46.254,0.0,1,1,1,0,1,103.8,0.0,0,0,0,1,0,6.47,0.0,0,0,1,0,1,12.931,0.0,11.342,59.749,0.0,0.0,0.0,1.058,230.0,1007.908,1018.217,0.0,0
23,600,111.9,1,0,1,0,0,52.781,0.0,1,0,0,0,0,46.275,0.0,0,1,1,0,1,59.108,0.0,0,0,0,1,0,6.482,0.0,0,0,1,0,1,11.624,0.0,11.225,61.249,0.0,0.0,0.0,0.975,230.0,1007.925,1018.25,0.0,0
23,1200,111.9,1,0,1,0,0,52.651,0.0,1,0,0,1,0,72.217,0.0,0,1,0,0,1,54.496,0.0,0,0,1,1,0,12.756,0.0,0,0,1,0,0,6.485,0.0,11.108,62.749,0.0,0.0,0.0,0.892,230.0,1007.942,1018.283,0.0,0
23,1800,111.9,1,0,0,0,1,50.888,0.0,1,1,0,0,0,93.095,0.0,0,0,1,0,1,21.643,0.0,0,0,1,1,0,12.939,0.0,0,0,1,0,0,6.438,0.0,10.992,64.249,0.0,0.0,0.0,0.808,230.0,1007.958,1018.317,0.0,0
23,2400,111.9,1,0,0,0,1,63.632,0.0,1,0,0,0,0,54.438,0.0,0,0,1,1,1,19.418,0.0,0,0,1,1,0,12.977,0.0,0,0,1,0,0,22.186,0.0,10.875,65.749,0.0,0.0,0.0,0.725,230.0,1007.975,1018.35,0.0,0
23,3000,111.9,1,1,0,0,1,98.815,0.0,1,0,0,0,0,46.186,0.0,0,0,1,1,1,19.394,0.0,0,0,1,1,0,12.915,0.0,1,0,1,0,0,52.86,0.0,10.758,67.249,0.0,0.0,0.0,0.642,230.0,1007.992,1018.383,0.0,0
24,0,84.5,1,1,0,0,1,99.094,0.0,1,0,0,0,0,46.336,0.0,0,0,1,1,1,19.424,0.0,0,0,0,1,0,6.964,0.0,1,0,1,0,0,52.617,0.0,10.658,68.083,0.0,0.0,0.0,0.567,360.0,1008.0,1018.4,0.0,0
24,600,84.5,1,1,0,0,1,98.823,0.0,1,0,0,0,0,46.2,0.0,0,0,1,1,1,19.442,0.0,0,0,0,1,0,6.467,0.0,1,0,1,0,0,52.801,0.0,10.575,68.25,0.0,0.0,0.0,0.5,360.0,1008.0,1018.4,0.0,0
24,1200,84.5,1,1,0,0,0,92.13,0.0,1,1,0,0,0,73.725,0.0,0,0,1,1,1,19.429,0.0,0,0,0,1,0,6.48,0.0,1,0,1,0,0,52.713,0.0,10.492,68.417,0.0,0.0,0.0,0.433,360.0,1008.0,1018.4,0.0,0
24,1800,84.5,1,0,0,0,0,46.025,0.0,1,1,0,0,0,92.425,0.0,0,0,1,1,1,16.981,0.0,0,0,0,1,0,6.462,0.0,1,0,1,0,0,49.51,0.0,10.408,68.583,0.0,0.0,0.0,0.367,360.0,1008.0,1018.4,0.0,0
24,2400,84.5,1,0,0,0,0,46.18,0.0,1,1,0,0,0,92.609,0.0,0,0,1,0,0,7.893,0.0,0,0,0,1,0,6.495,0.0,1,0,0,0,0,46.189,0.0,10.325,68.75,0.0,0.0,0.0,0.3,360.0,1008.0,1018.4,0.0,0
24,3000,84.5,1,0,0,0,0,46.228,0.0,1,1,0,0,0,92.453,0.0,0,0,1,0,0,4.384,0.0,0,0,0,0,0,1.383,0.0,1,0,0,0,0,46.291,0.0,10.242,68.917,0.0,0.0,0.0,0.233,360.0,1008.0,1018.4,0.0,0
25,0,84.5,1,0,0,0,0,46.244,0.0,1,1,0,0,0,92.56,0.0,1,0,0,0,0,35.586,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,21.186,0.0,10.158,69.0,0.0,0.0,0.0,0.242,0.0,1007.992,1018.392,0.0,0
25,600,84.5,1,0,0,0,0,46.411,0.0,1,1,0,0,0,92.239,0.0,1,0,0,0,0,46.298,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,10.075,69.0,0.0,0.0,0.0,0.325,0.0,1007.975,1018.375,0.0,0
25,1200,84.5,1,0,0,0,0,30.938,0.0,1,1,0,0,0,92.374,0.0,1,0,0,0,0,46.185,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.992,69.0,0.0,0.0,0.0,0.408,0.0,1007.958,1018.358,0.0,0
25,1800,84.5,0,0,0,0,0,0.0,0.0,1,1,0,0,0,92.724,0.0,1,0,0,0,0,46.341,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.908,69.0,0.0,0.0,0.0,0.492,0.0,1007.942,1018.342,0.0,0
25,2400,84.5,0,0,0,0,0,0.0,0.0,0,1,0,0,0,49.177,0.0,1,0,0,0,0,46.231,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.825,69.0,0.0,0.0,0.0,0.575,0.0,1007.925,1018.325,0.0,0
25,3000,84.5,0,0,0,0,0,0.0,0.0,0,1,0,0,0,46.199,0.0,0,0,0,0,0,9.628,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.742,69.0,0.0,0.0,0.0,0.658,0.0,1007.908,1018.308,0.0,0
26,0,84.5,0,0,0,0,0,0.0,0.0,0,1,0,0,0,46.134,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.667,69.25,0.0,0.0,0.0,0.758,360.0,1007.883,1018.283,0.0,0
26,600,84.5,0,0,0,0,0,0.0,0.0,0,1,0,0,0,46.316,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.6,69.75,0.0,0.0,0.0,0.875,360.0,1007.85,1018.25,0.0,0
26,1200,84.5,0,0,0,0,0,0.0,0.0,0,1,0,0,0,46.201,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.533,70.25,0.0,0.0,0.0,0.992,360.0,1007.817,1018.217,0.0,0
26,1800,84.5,0,0,0,0,0,12.103,0.0,0,1,0,0,0,46.21,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,4.905,0.0,9.467,70.75,0.0,0.0,0.0,1.108,360.0,1007.783,1018.183,0.0,0
26,2400,84.5,0,1,0,0,0,38.678,0.0,0,1,0,0,0,46.32,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,20.782,0.0,9.4,71.25,0.0,0.0,0.0,1.225,360.0,1007.75,1018.15,0.0,0
26,3000,84.5,0,0,0,0,0,0.0,0.0,0,1,0,0,0,46.321,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.541,0.0,9.333,71.75,0.0,0.0,0.0,1.342,360.0,1007.717,1018.117,0.0,0
27,0,84.5,0,0,0,0,0,0.0,0.0,0,1,0,0,0,46.353,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.705,0.0,0,0,0,0,0,0.0,0.0,9.258,71.917,0.0,0.0,0.0,1.417,20.0,1007.717,1018.117,0.0,0
27,600,84.5,0,0,0,0,0,0.0,0.0,0,1,0,0,0,46.159,0.0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,6.454,0.0,0,0,0,0,0,0.0,0.0,9.175,71.75,0.0,0.0,0.0,1.45,20.0,1007.75,1018.15,0.0,0
27,1200,84.5,0,0,0,0,0,0.0,0.0,0,1,0,0,0,46.162,0.0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,6.454,0.0,0,0,0,0,0,0.0,0.0,9.092,71.583,0.0,0.0,0.0,1.483,20.0,1007.783,1018.183,0.0,0
27,1800,84.5,0,0,0,0,0,0.0,0.0,0,1,0,0,0,46.267,0.0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,3.46,0.0,0,0,0,0,0,0.0,0.0,9.008,71.417,0.0,0.0,0.0,1.517,20.0,1007.817,1018.217,0.0,0
27,2400,84.5,0,0,0,0,0,0.0,0.0,0,1,0,0,0,46.291,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,8.925,71.25,0.0,0.0,0.0,1.55,20.0,1007.85,1018.25,0.0,0
27,3000,84.5,0,0,0,0,0,0.0,0.0,0,1,0,0,0,46.408,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,5.578,0.0,8.842,71.083,0.0,0.0,0.0,1.583,20.0,1007.883,1018.283,0.0,0
28,0,84.5,0,0,0,0,0,0.0,0.0,0,1,0,0,0,46.411,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.757,0.0,0,0,1,0,0,6.489,0.0,8.758,71.083,0.0,0.0,0.0,1.617,360.0,1007.9,1018.308,0.0,0
28,600,84.5,0,0,0,0,0,0.0,0.0,0,1,0,0,0,46.442,0.0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,6.485,0.0,0,0,1,1,0,19.016,0.0,8.675,71.25,0.0,0.0,0.0,1.65,360.0,1007.9,1018.325,0.0,0
28,1200,84.5,0,0,0,0,0,0.0,0.0,0,1,0,0,0,38.807,0.0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,6.478,0.0,0,1,1,1,0,59.252,0.0,8.592,71.417,0.0,0.0,0.0,1.683,360.0,1007.9,1018.342,0.0,0
28,1800,84.5,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,26.353,0.0,0,1,1,1,0,59.147,0.0,8.508,71.583,0.0,0.0,0.0,1.717,360.0,1007.9,1018.358,0.0,0
28,2400,84.5,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,46.43,0.0,0,1,1,1,0,36.149,0.0,8.425,71.75,0.0,0.0,0.0,1.75,360.0,1007.9,1018.375,0.0,0
